T,N,bin_i,bin_j,bin_i_idx,bin_j_idx,c2_mean,c2_std,c2_exact,mean_p1,mean_p1_sq,mean_p1_cu,mean_p1_qu,mean_n1,mean_p2,mean_p2_sq,mean_p2_cu,mean_p2_qu,mean_n2,mean_p1_p2,p1_sq_p2_sq,mean_p2_F,inv_N,mean_n_accepted,n_valid_events
0.3,25,low,low,0,0,-0.00044439038502599873,0.0012819410902420317,8.420884533473485e-05,0.39697243515213393,0.1608847105211769,0.06649672442790847,0.027990143795304522,5.9740625,0.39697243515213393,0.1608847105211769,0.06649672442790847,0.027990143795304522,5.9740625,0.15758711427061517,0.02588389007948289,0.54,0.04,18.144869791666668,38030
0.3,25,low,mid,0,1,-5.427170053816289e-05,0.0006832521207920528,0.0002156643584098078,0.39697243515213393,0.1608847105211769,0.06649672442790847,0.027990143795304522,5.9740625,0.6359858655801903,0.4117897264709741,0.2713144906522522,0.18175645065748788,6.280338541666667,0.25246885778170586,0.06625067093887728,0.54,0.04,18.144869791666668,38326
0.3,25,low,high,0,2,0.0015323006856768785,0.0007254770120154938,0.0007983406585011158,0.39697243515213393,0.1608847105211769,0.06649672442790847,0.027990143795304522,5.9740625,1.1495482483552393,1.4289818263852883,1.9498446062599146,2.95514120390584,5.89046875,0.45633896747444935,0.22990132747801975,0.54,0.04,18.144869791666668,38297
0.3,25,mid,low,1,0,-5.427170053816289e-05,0.0006832521207920528,0.0002156643584098078,0.6359858655801903,0.4117897264709741,0.2713144906522522,0.18175645065748788,6.280338541666667,0.39697243515213393,0.1608847105211769,0.06649672442790847,0.027990143795304522,5.9740625,0.25246885778170586,0.06625067093887728,0.54,0.04,18.144869791666668,38326
0.3,25,mid,mid,1,1,0.0020522599937378688,0.0012114607281073551,0.0005521897039063227,0.6359858655801903,0.4117897264709741,0.2713144906522522,0.18175645065748788,6.280338541666667,0.6359858655801903,0.4117897264709741,0.2713144906522522,0.18175645065748788,6.280338541666667,0.4044780212177839,0.1695707788270397,0.54,0.04,18.144869791666668,38122
0.3,25,mid,high,1,2,0.0023928472749893824,0.0007067085365061334,0.0020426346720699646,0.6359858655801903,0.4117897264709741,0.2713144906522522,0.18175645065748788,6.280338541666667,1.1495482483552393,1.4289818263852883,1.9498446062599146,2.95514120390584,5.89046875,0.7310964377563984,0.5884400354191909,0.54,0.04,18.144869791666668,38311
0.3,25,high,low,2,0,0.0015323006856768785,0.0007254770120154938,0.0007983406585011159,1.1495482483552393,1.4289818263852883,1.9498446062599146,2.95514120390584,5.89046875,0.39697243515213393,0.1608847105211769,0.06649672442790847,0.027990143795304522,5.9740625,0.45633896747444935,0.22990132747801975,0.54,0.04,18.144869791666668,38297
0.3,25,high,mid,2,1,0.0023928472749893824,0.0007067085365061334,0.002042634672069964,1.1495482483552393,1.4289818263852883,1.9498446062599146,2.95514120390584,5.89046875,0.6359858655801903,0.4117897264709741,0.2713144906522522,0.18175645065748788,6.280338541666667,0.7310964377563984,0.5884400354191909,0.54,0.04,18.144869791666668,38311
0.3,25,high,high,2,2,0.01425958378346637,0.0013610293681827683,0.0075554392253186125,1.1495482483552393,1.4289818263852883,1.9498446062599146,2.95514120390584,5.89046875,1.1495482483552393,1.4289818263852883,1.9498446062599146,2.95514120390584,5.89046875,1.3214611752965988,2.041989060139434,0.54,0.04,18.144869791666668,37915
0.3,26,low,low,0,0,-0.0008516774856475402,0.0012275249988701366,7.733828612839846e-05,0.39722079109910957,0.1610835271317526,0.06661846280901869,0.028057667403831785,6.192916666666667,0.39722079109910957,0.1610835271317526,0.06661846280901869,0.028057667403831785,6.192916666666667,0.15778435688140244,0.02594790271320608,0.54,0.038461538461538464,18.874895833333333,38071
0.3,26,low,mid,0,1,4.171553510237676e-05,0.0006458787406657692,0.00019807102395833203,0.39722079109910957,0.1610835271317526,0.06661846280901869,0.028057667403831785,6.192916666666667,0.6362482013188607,0.4121467120907966,0.2716811445998177,0.18209302955583448,6.538984375,0.2527310138632634,0.06639004607934047,0.54,0.038461538461538464,18.874895833333333,38348
0.3,26,low,high,0,2,-0.00013793134641264872,0.0006965966803783155,0.0007332406602499487,0.39722079109910957,0.1610835271317526,0.06661846280901869,0.028057667403831785,6.192916666666667,1.1510235318375799,1.4346537571316371,1.967679043885282,3.009912056979721,6.142994791666666,0.45721047789021463,0.23109908741158489,0.54,0.038461538461538464,18.874895833333333,38322
0.3,26,mid,low,1,0,4.171553510237676e-05,0.0006458787406657692,0.00019807102395833206,0.6362482013188607,0.4121467120907966,0.2716811445998177,0.18209302955583448,6.538984375,0.39722079109910957,0.1610835271317526,0.06661846280901869,0.028057667403831785,6.192916666666667,0.2527310138632634,0.06639004607934047,0.54,0.038461538461538464,18.874895833333333,38348
0.3,26,mid,mid,1,1,0.0020129612141376583,0.0011467476271265903,0.0005071607572031447,0.6362482013188607,0.4121467120907966,0.2716811445998177,0.18209302955583448,6.538984375,0.6362482013188607,0.4121467120907966,0.2716811445998177,0.18209302955583448,6.538984375,0.4048117736814855,0.169864912287254,0.54,0.038461538461538464,18.874895833333333,38193
0.3,26,mid,high,1,2,0.0028437641180989754,0.0006785421984054334,0.0018762417314700216,0.6362482013188607,0.4121467120907966,0.2716811445998177,0.18209302955583448,6.538984375,1.1510235318375799,1.4346537571316371,1.967679043885282,3.009912056979721,6.142994791666666,0.7323366518073426,0.5912878289905125,0.54,0.038461538461538464,18.874895833333333,38334
0.3,26,high,low,2,0,-0.00013793134641264872,0.0006965966803783155,0.0007332406602499488,1.1510235318375799,1.4346537571316371,1.967679043885282,3.009912056979721,6.142994791666666,0.39722079109910957,0.1610835271317526,0.06661846280901869,0.028057667403831785,6.192916666666667,0.45721047789021463,0.23109908741158489,0.54,0.038461538461538464,18.874895833333333,38322
0.3,26,high,mid,2,1,0.0028437641180989754,0.0006785421984054334,0.001876241731470022,1.1510235318375799,1.4346537571316371,1.967679043885282,3.009912056979721,6.142994791666666,0.6362482013188607,0.4121467120907966,0.2716811445998177,0.18209302955583448,6.538984375,0.7323366518073426,0.5912878289905125,0.54,0.038461538461538464,18.874895833333333,38334
0.3,26,high,high,2,2,0.011504357081474539,0.001291419045154355,0.006940638782704913,1.1510235318375799,1.4346537571316371,1.967679043885282,3.009912056979721,6.142994791666666,1.1510235318375799,1.4346537571316371,1.967679043885282,3.009912056979721,6.142994791666666,1.3248551708438563,2.0582314028519226,0.54,0.038461538461538464,18.874895833333333,37998
0.3,27,low,low,0,0,0.00019603843271842633,0.0011754852278663198,7.12754920174625e-05,0.39692818342242214,0.16086165129467414,0.06649036966634071,0.02799088904932263,6.42015625,0.39692818342242214,0.16086165129467414,0.06649036966634071,0.02799088904932263,6.42015625,0.157551982795024,0.02587647085724934,0.54,0.037037037037037035,19.614270833333332,38165
0.3,27,low,mid,0,1,3.3160792198325716e-06,0.0006252454439575218,0.00018254573495052177,0.39692818342242214,0.16086165129467414,0.06649036966634071,0.02799088904932263,6.42015625,0.6362786486944746,0.41218132054536993,0.27171097603521893,0.18211625742652407,6.787734375,0.25255692817677133,0.06630416785574761,0.54,0.037037037037037035,19.614270833333332,38353
0.3,27,low,high,0,2,0.0003756361379844704,0.0006566389115215235,0.0006757890634062403,0.39692818342242214,0.16086165129467414,0.06649036966634071,0.02799088904932263,6.42015625,1.1527675452633892,1.4395819431305135,1.9799107256909314,3.041782397348918,6.406380208333333,0.45756592764972187,0.23157352854597008,0.54,0.037037037037037035,19.614270833333332,38334
0.3,27,mid,low,1,0,3.3160792198325716e-06,0.0006252454439575218,0.00018254573495052174,0.6362786486944746,0.41218132054536993,0.27171097603521893,0.18211625742652407,6.787734375,0.39692818342242214,0.16086165129467414,0.06649036966634071,0.02799088904932263,6.42015625,0.25255692817677133,0.06630416785574761,0.54,0.037037037037037035,19.614270833333332,38353
0.3,27,mid,mid,1,1,0.0015332752966421104,0.0010913774584564613,0.00046742228896289934,0.6362786486944746,0.41218132054536993,0.27171097603521893,0.18211625742652407,6.787734375,0.6362786486944746,0.41218132054536993,0.27171097603521893,0.18211625742652407,6.787734375,0.4048505187844666,0.169893441006525,0.54,0.037037037037037035,19.614270833333332,38251
0.3,27,mid,high,1,2,0.0019764268274196964,0.000639267661284908,0.001729372466613895,0.6362786486944746,0.41218132054536993,0.27171097603521893,0.18211625742652407,6.787734375,1.1527675452633892,1.4395819431305135,1.9799107256909314,3.041782397348918,6.406380208333333,0.7334813759590358,0.5933687863528047,0.54,0.037037037037037035,19.614270833333332,38349
0.3,27,high,low,2,0,0.0003756361379844704,0.0006566389115215235,0.00067578906340624,1.1527675452633892,1.4395819431305135,1.9799107256909314,3.041782397348918,6.406380208333333,0.39692818342242214,0.16086165129467414,0.06649036966634071,0.02799088904932263,6.42015625,0.45756592764972187,0.23157352854597008,0.54,0.037037037037037035,19.614270833333332,38334
0.3,27,high,mid,2,1,0.0019764268274196964,0.000639267661284908,0.0017293724666138939,1.1527675452633892,1.4395819431305135,1.9799107256909314,3.041782397348918,6.406380208333333,0.6362786486944746,0.41218132054536993,0.27171097603521893,0.18211625742652407,6.787734375,0.7334813759590358,0.5933687863528047,0.54,0.037037037037037035,19.614270833333332,38349
0.3,27,high,high,2,2,0.00995055809388842,0.0012221369963341467,0.006397881861030015,1.1527675452633892,1.4395819431305135,1.9799107256909314,3.041782397348918,6.406380208333333,1.1527675452633892,1.4395819431305135,1.9799107256909314,3.041782397348918,6.406380208333333,1.3288730134125801,2.072396170987425,0.54,0.037037037037037035,19.614270833333332,38096
0.3,28,low,low,0,0,-0.00039529645986824424,0.0011198785158841003,6.589863152398438e-05,0.3970453884060793,0.16094273441865564,0.06653180912032272,0.028009235420931783,6.6709375,0.3970453884060793,0.16094273441865564,0.06653180912032272,0.028009235420931783,6.6709375,0.15764504045453437,0.025902563762153923,0.54,0.03571428571428571,20.336822916666666,38206
0.3,28,low,mid,0,1,0.0001553960741243238,0.0005924205588342885,0.00016877664631448334,0.3970453884060793,0.16094273441865564,0.06653180912032272,0.028009235420931783,6.6709375,0.635904518627408,0.411720000592173,0.27128175212091915,0.18175939011050832,7.024817708333333,0.2524829565876001,0.06626334271015484,0.54,0.03571428571428571,20.336822916666666,38355
0.3,28,low,high,0,2,0.0011678026114027478,0.0006307418042486389,0.0006248332446694222,0.3970453884060793,0.16094273441865564,0.06653180912032272,0.028009235420931783,6.6709375,1.1549862270131936,1.4457180180437934,1.993295881748761,3.068526478308971,6.641067708333333,0.45858195510812555,0.23267781102228743,0.54,0.03571428571428571,20.336822916666666,38342
0.3,28,mid,low,1,0,0.0001553960741243238,0.0005924205588342885,0.00016877664631448334,0.635904518627408,0.411720000592173,0.27128175212091915,0.18175939011050832,7.024817708333333,0.3970453884060793,0.16094273441865564,0.06653180912032272,0.028009235420931783,6.6709375,0.2524829565876001,0.06626334271015484,0.54,0.03571428571428571,20.336822916666666,38355
0.3,28,mid,mid,1,1,0.0003310811392056646,0.0010351202468831047,0.00043217698863162886,0.635904518627408,0.411720000592173,0.27128175212091915,0.18175939011050832,7.024817708333333,0.635904518627408,0.411720000592173,0.27128175212091915,0.18175939011050832,7.024817708333333,0.40437455681075557,0.16951335888761895,0.54,0.03571428571428571,20.336822916666666,38266
0.3,28,mid,high,1,2,0.001988352804811221,0.0006159287873141687,0.001599089132013679,0.635904518627408,0.411720000592173,0.27128175212091915,0.18175939011050832,7.024817708333333,1.1549862270131936,1.4457180180437934,1.993295881748761,3.068526478308971,6.641067708333333,0.7344609607101111,0.5952310232451058,0.54,0.03571428571428571,20.336822916666666,38347
0.3,28,high,low,2,0,0.0011678026114027478,0.0006307418042486389,0.0006248332446694221,1.1549862270131936,1.4457180180437934,1.993295881748761,3.068526478308971,6.641067708333333,0.3970453884060793,0.16094273441865564,0.06653180912032272,0.028009235420931783,6.6709375,0.45858195510812555,0.23267781102228743,0.54,0.03571428571428571,20.336822916666666,38342
0.3,28,high,mid,2,1,0.001988352804811221,0.0006159287873141687,0.0015990891320136781,1.1549862270131936,1.4457180180437934,1.993295881748761,3.068526478308971,6.641067708333333,0.635904518627408,0.411720000592173,0.27128175212091915,0.18175939011050832,7.024817708333333,0.7344609607101111,0.5952310232451058,0.54,0.03571428571428571,20.336822916666666,38347
0.3,28,high,high,2,2,0.011158956383669297,0.001178965474448229,0.005916343852616127,1.1549862270131936,1.4457180180437934,1.993295881748761,3.068526478308971,6.641067708333333,1.1549862270131936,1.4457180180437934,1.993295881748761,3.068526478308971,6.641067708333333,1.3339931845901725,2.090100587696474,0.54,0.03571428571428571,20.336822916666666,38166
0.3,29,low,low,0,0,0.00035731900320556763,0.0010721073206763313,6.110800470453225e-05,0.39726196448442463,0.16111580441693052,0.06663593806886464,0.028065151028107423,6.895,0.39726196448442463,0.16111580441693052,0.06663593806886464,0.028065151028107423,6.895,0.15781706842602425,0.02595830243291461,0.54,0.034482758620689655,21.075963541666667,38262
0.3,29,low,mid,0,1,0.001464490589527993,0.0005725534563931927,0.00015650854765275285,0.39726196448442463,0.16111580441693052,0.06663593806886464,0.028065151028107423,6.895,0.6362826720484012,0.4121748465015189,0.2716934223050896,0.18209132335473216,7.27203125,0.25277090426534676,0.06640788195451708,0.54,0.034482758620689655,21.075963541666667,38370
0.3,29,low,high,0,2,0.0006053756426504985,0.0006015744887421324,0.000579429767190878,0.39726196448442463,0.16111580441693052,0.06663593806886464,0.028065151028107423,6.895,1.1549777679023496,1.4452693105977705,1.9902934804500776,3.053868170640671,6.908932291666667,0.45882873701272325,0.2328557275760624,0.54,0.034482758620689655,21.075963541666667,38359
0.3,29,mid,low,1,0,0.001464490589527993,0.0005725534563931927,0.00015650854765275287,0.6362826720484012,0.4121748465015189,0.2716934223050896,0.18209132335473216,7.27203125,0.39726196448442463,0.16111580441693052,0.06663593806886464,0.028065151028107423,6.895,0.25277090426534676,0.06640788195451708,0.54,0.034482758620689655,21.075963541666667,38370
0.3,29,mid,mid,1,1,0.00017459699427920328,0.0009886538327058762,0.00040077225333908054,0.6362826720484012,0.4121748465015189,0.2716934223050896,0.18209132335473216,7.27203125,0.6362826720484012,0.4121748465015189,0.2716934223050896,0.18209132335473216,7.27203125,0.4048556387490532,0.16988810408855068,0.54,0.034482758620689655,21.075963541666667,38302
0.3,29,mid,high,1,2,0.002053293856502029,0.0005830018864151398,0.001482986220987096,0.6362826720484012,0.4121748465015189,0.2716934223050896,0.18209132335473216,7.27203125,1.1549777679023496,1.4452693105977705,1.9902934804500776,3.053868170640671,6.908932291666667,0.7348923403174051,0.5957036562489921,0.54,0.034482758620689655,21.075963541666667,38365
0.3,29,high,low,2,0,0.0006053756426504985,0.0006015744887421324,0.0005794297671908779,1.1549777679023496,1.4452693105977705,1.9902934804500776,3.053868170640671,6.908932291666667,0.39726196448442463,0.16111580441693052,0.06663593806886464,0.028065151028107423,6.895,0.45882873701272325,0.2328557275760624,0.54,0.034482758620689655,21.075963541666667,38359
0.3,29,high,mid,2,1,0.002053293856502029,0.0005830018864151398,0.0014829862209870964,1.1549777679023496,1.4452693105977705,1.9902934804500776,3.053868170640671,6.908932291666667,0.6362826720484012,0.4121748465015189,0.2716934223050896,0.18209132335473216,7.27203125,0.7348923403174051,0.5957036562489921,0.54,0.034482758620689655,21.075963541666667,38365
0.3,29,high,high,2,2,0.006619153860078801,0.0011018946328720449,0.005487158203910771,1.1549777679023496,1.4452693105977705,1.9902934804500776,3.053868170640671,6.908932291666667,1.1549777679023496,1.4452693105977705,1.9902934804500776,3.053868170640671,6.908932291666667,1.3339736443486938,2.088803380155755,0.54,0.034482758620689655,21.075963541666667,38193
0.3,30,low,low,0,0,5.3661402302082835e-05,0.0010215991772474257,5.68213884444345e-05,0.3972640920968284,0.1611205719227737,0.0666411692090242,0.02806952633990548,7.136145833333333,0.3972640920968284,0.1611205719227737,0.0666411692090242,0.02806952633990548,7.136145833333333,0.15781875886951735,0.025959838696721697,0.54,0.03333333333333333,21.81265625,38277
0.3,30,low,mid,0,1,0.00037326892365276544,0.0005549925133957223,0.00014553095512214337,0.3972640920968284,0.1611205719227737,0.0666411692090242,0.02806952633990548,7.136145833333333,0.6362730124415221,0.4121719047059822,0.2716989558881634,0.18210278340494976,7.516484375,0.2527684206132953,0.06640937301672684,0.54,0.03333333333333333,21.81265625,38379
0.3,30,low,high,0,2,0.0005380038645708794,0.0005770870479396054,0.0005388004298848859,0.3972640920968284,0.1611205719227737,0.0666411692090242,0.02806952633990548,7.136145833333333,1.1550147364336125,1.445704345320691,1.9919912449393367,3.0593018794150297,7.160026041666667,0.4588458806277566,0.23293271094930887,0.54,0.03333333333333333,21.81265625,38371
0.3,30,mid,low,1,0,0.00037326892365276544,0.0005549925133957223,0.00014553095512214343,0.6362730124415221,0.4121719047059822,0.2716989558881634,0.18210278340494976,7.516484375,0.3972640920968284,0.1611205719227737,0.0666411692090242,0.02806952633990548,7.136145833333333,0.2527684206132953,0.06640937301672684,0.54,0.03333333333333333,21.81265625,38379
0.3,30,mid,mid,1,1,0.00226348784674607,0.0009590018803293055,0.00037266978300634586,0.6362730124415221,0.4121719047059822,0.2716989558881634,0.18210278340494976,7.516484375,0.6362730124415221,0.4121719047059822,0.2716989558881634,0.18210278340494976,7.516484375,0.40484334636140934,0.16988567902895726,0.54,0.03333333333333333,21.81265625,38306
0.3,30,mid,high,1,2,0.0011910534833280445,0.0005710295453859989,0.0013790788551297363,0.6362730124415221,0.4121719047059822,0.2716989558881634,0.18210278340494976,7.516484375,1.1550147364336125,1.445704345320691,1.9919912449393367,3.0593018794150297,7.160026041666667,0.7349047057649654,0.5958787136525442,0.54,0.03333333333333333,21.81265625,38374
0.3,30,high,low,2,0,0.0005380038645708794,0.0005770870479396054,0.0005388004298848859,1.1550147364336125,1.445704345320691,1.9919912449393367,3.0593018794150297,7.160026041666667,0.3972640920968284,0.1611205719227737,0.0666411692090242,0.02806952633990548,7.136145833333333,0.4588458806277566,0.23293271094930887,0.54,0.03333333333333333,21.81265625,38371
0.3,30,high,mid,2,1,0.0011910534833280445,0.0005710295453859989,0.0013790788551297363,1.1550147364336125,1.445704345320691,1.9919912449393367,3.0593018794150297,7.160026041666667,0.6362730124415221,0.4121719047059822,0.2716989558881634,0.18210278340494976,7.516484375,0.7349047057649654,0.5958787136525442,0.54,0.03333333333333333,21.81265625,38374
0.3,30,high,high,2,2,0.006498150155938597,0.0010515727922627142,0.0051030064736597635,1.1550147364336125,1.445704345320691,1.9919912449393367,3.0593018794150297,7.160026041666667,1.1550147364336125,1.445704345320691,1.9919912449393367,3.0593018794150297,7.160026041666667,1.3340590413788074,2.090061054079128,0.54,0.03333333333333333,21.81265625,38252
0.3,31,low,low,0,0,2.9043168987984623e-05,0.0009750409643523474,5.29704850853616e-05,0.3972052528401276,0.1610712258603892,0.06661048248274805,0.028052675840542447,7.362005208333334,0.3972052528401276,0.1610712258603892,0.06661048248274805,0.028052675840542447,7.362005208333334,0.1577720128837897,0.025943939800168507,0.54,0.03225806451612903,22.54489583333333,38299
0.3,31,low,mid,0,1,0.0005964125799857913,0.0005274452204402164,0.00013566902512292283,0.3972052528401276,0.1610712258603892,0.06661048248274805,0.028052675840542447,7.362005208333334,0.6363547996369753,0.41226532866956306,0.2717796263210309,0.18216525135032846,7.766354166666667,0.25276346908583347,0.06640408186854277,0.54,0.03225806451612903,22.54489583333333,38383
0.3,31,low,high,0,2,0.001883222823309646,0.0005563966316664934,0.0005022987229749288,0.3972052528401276,0.1610712258603892,0.06661048248274805,0.028052675840542447,7.362005208333334,1.1562663951418795,1.4499529469629873,2.004207247607961,3.094030397417125,7.416536458333334,0.4592750858328731,0.23354569860721222,0.54,0.03225806451612903,22.54489583333333,38379
0.3,31,mid,low,1,0,0.0005964125799857913,0.0005274452204402164,0.0001356690251229229,0.6363547996369753,0.41226532866956306,0.2717796263210309,0.18216525135032846,7.766354166666667,0.3972052528401276,0.1610712258603892,0.06661048248274805,0.028052675840542447,7.362005208333334,0.25276346908583347,0.06640408186854277,0.54,0.03225806451612903,22.54489583333333,38383
0.3,31,mid,mid,1,1,0.0015508768499931816,0.0009012503811277613,0.0003474223747949254,0.6363547996369753,0.41226532866956306,0.2717796263210309,0.18216525135032846,7.766354166666667,0.6363547996369753,0.41226532866956306,0.2717796263210309,0.18216525135032846,7.766354166666667,0.40494743102101494,0.16996270122302284,0.54,0.03225806451612903,22.54489583333333,38348
0.3,31,mid,high,1,2,0.0025628842867595615,0.0005455773867574413,0.0012857175449043484,0.6363547996369753,0.41226532866956306,0.2717796263210309,0.18216525135032846,7.766354166666667,1.1562663951418795,1.4499529469629873,2.004207247607961,3.094030397417125,7.416536458333334,0.7357956702074784,0.5977653282350974,0.54,0.03225806451612903,22.54489583333333,38382
0.3,31,high,low,2,0,0.001883222823309646,0.0005563966316664934,0.0005022987229749287,1.1562663951418795,1.4499529469629873,2.004207247607961,3.094030397417125,7.416536458333334,0.3972052528401276,0.1610712258603892,0.06661048248274805,0.028052675840542447,7.362005208333334,0.4592750858328731,0.23354569860721222,0.54,0.03225806451612903,22.54489583333333,38379
0.3,31,high,mid,2,1,0.0025628842867595615,0.0005455773867574413,0.0012857175449043484,1.1562663951418795,1.4499529469629873,2.004207247607961,3.094030397417125,7.416536458333334,0.6363547996369753,0.41226532866956306,0.2717796263210309,0.18216525135032846,7.766354166666667,0.7357956702074784,0.5977653282350974,0.54,0.03225806451612903,22.54489583333333,38382
0.3,31,high,high,2,2,0.006411065199584939,0.0010038458753920333,0.004757805095208958,1.1562663951418795,1.4499529469629873,2.004207247607961,3.094030397417125,7.416536458333334,1.1562663951418795,1.4499529469629873,2.004207247607961,3.094030397417125,7.416536458333334,1.336951976534397,2.102363548406651,0.54,0.03225806451612903,22.54489583333333,38306
0.3,32,low,low,0,0,0.0006819198058896721,0.0009440773625387418,4.949818531590065e-05,0.39714620080705726,0.16102724952422567,0.06658522449622546,0.02803945731260571,7.601822916666666,0.39714620080705726,0.16102724952422567,0.06658522449622546,0.02803945731260571,7.601822916666666,0.15772510481547944,0.025929775089337238,0.54,0.03125,23.275729166666668,38340
0.3,32,low,mid,0,1,0.0016158765187471499,0.0005152389914366291,0.00012677655072765987,0.39714620080705726,0.16102724952422567,0.06658522449622546,0.02803945731260571,7.601822916666666,0.6360623029136351,0.41190003388317703,0.27143368753158453,0.18187082144573075,8.018359375,0.2526097270787378,0.06632712953514336,0.54,0.03125,23.275729166666668,38393
0.3,32,low,high,0,2,-0.0002944728081145555,0.0005352673652406541,0.0004693839666348596,0.39714620080705726,0.16102724952422567,0.06658522449622546,0.02803945731260571,7.601822916666666,1.1578748817213182,1.4543994849540867,2.0145243090380114,3.118635390860334,7.655546875,0.4598456102855423,0.23419794877160702,0.54,0.03125,23.275729166666668,38390
0.3,32,mid,low,1,0,0.0016158765187471499,0.0005152389914366291,0.00012677655072765987,0.6360623029136351,0.41190003388317703,0.27143368753158453,0.18187082144573075,8.018359375,0.39714620080705726,0.16102724952422567,0.06658522449622546,0.02803945731260571,7.601822916666666,0.2526097270787378,0.06632712953514336,0.54,0.03125,23.275729166666668,38393
0.3,32,mid,mid,1,1,0.0003316897228882889,0.0008686510960506521,0.00032465603284939024,0.6360623029136351,0.41190003388317703,0.27143368753158453,0.18187082144573075,8.018359375,0.6360623029136351,0.41190003388317703,0.27143368753158453,0.18187082144573075,8.018359375,0.40457525318779686,0.16966163791296238,0.54,0.03125,23.275729166666668,38367
0.3,32,mid,high,1,2,0.0017222854919501098,0.000523015902556916,0.0012015224358263479,0.6360623029136351,0.41190003388317703,0.27143368753158453,0.18187082144573075,8.018359375,1.1578748817213182,1.4543994849540867,2.0145243090380114,3.118635390860334,7.655546875,0.7364805637535146,0.5990671971322635,0.54,0.03125,23.275729166666668,38393
0.3,32,high,low,2,0,-0.0002944728081145555,0.0005352673652406541,0.0004693839666348593,1.1578748817213182,1.4543994849540867,2.0145243090380114,3.118635390860334,7.655546875,0.39714620080705726,0.16102724952422567,0.06658522449622546,0.02803945731260571,7.601822916666666,0.4598456102855423,0.23419794877160702,0.54,0.03125,23.275729166666668,38390
0.3,32,high,mid,2,1,0.0017222854919501098,0.000523015902556916,0.0012015224358263479,1.1578748817213182,1.4543994849540867,2.0145243090380114,3.118635390860334,7.655546875,0.6360623029136351,0.41190003388317703,0.27143368753158453,0.18187082144573075,8.018359375,0.7364805637535146,0.5990671971322635,0.54,0.03125,23.275729166666668,38393
0.3,32,high,high,2,2,0.005540906042934535,0.0009645999329957176,0.004446463632888968,1.1578748817213182,1.4543994849540867,2.0145243090380114,3.118635390860334,7.655546875,1.1578748817213182,1.4543994849540867,2.0145243090380114,3.118635390860334,7.655546875,1.3406742417211568,2.1152778618347123,0.54,0.03125,23.275729166666668,38312
0.3,33,low,low,0,0,0.0011316510167794082,0.0008928981951267319,4.635643874715993e-05,0.39725546976098586,0.1611170555060292,0.06664162944245478,0.02807143933965879,7.816692708333333,0.39725546976098586,0.1611170555060292,0.06664162944245478,0.02807143933965879,7.816692708333333,0.15781190825502156,0.025958705574932895,0.54,0.030303030303030304,24.022265625,38331
0.3,33,low,mid,0,1,-0.00015144163950932434,0.0004951743331494172,0.0001187305126178918,0.39725546976098586,0.1611170555060292,0.06664162944245478,0.02807143933965879,7.816692708333333,0.6363053544447078,0.41221946209814164,0.27175216737691976,0.1821561487874639,8.267083333333334,0.252775782491363,0.06641558595553179,0.54,0.030303030303030304,24.022265625,38391
0.3,33,low,high,0,2,9.900348359610996e-05,0.0005214649937137634,0.000439601185705965,0.39725546976098586,0.1611170555060292,0.06664162944245478,0.02807143933965879,7.816692708333333,1.1579534928407746,1.4549566957426998,2.016404325070507,3.123604083835747,7.938489583333333,0.4600033587598363,0.2344183387068454,0.54,0.030303030303030304,24.022265625,38393
0.3,33,mid,low,1,0,-0.00015144163950932434,0.0004951743331494172,0.00011873051261789182,0.6363053544447078,0.41221946209814164,0.27175216737691976,0.1821561487874639,8.267083333333334,0.39725546976098586,0.1611170555060292,0.06664162944245478,0.02807143933965879,7.816692708333333,0.252775782491363,0.06641558595553179,0.54,0.030303030303030304,24.022265625,38391
0.3,33,mid,mid,1,1,-0.00017852716131046414,0.000826842879528223,0.00030405604628742607,0.6363053544447078,0.41221946209814164,0.27175216737691976,0.1821561487874639,8.267083333333334,0.6363053544447078,0.41221946209814164,0.27175216737691976,0.1821561487874639,8.267083333333334,0.40488450409500526,0.16992488493248123,0.54,0.030303030303030304,24.022265625,38365
0.3,33,mid,high,1,2,0.001420953592364176,0.0005003670686669865,0.001125332112538643,0.6363053544447078,0.41221946209814164,0.27175216737691976,0.1821561487874639,8.267083333333334,1.1579534928407746,1.4549566957426998,2.016404325070507,3.123604083835747,7.938489583333333,0.7368120076925365,0.5997614664951453,0.54,0.030303030303030304,24.022265625,38396
0.3,33,high,low,2,0,9.900348359610996e-05,0.0005214649937137634,0.00043960118570596506,1.1579534928407746,1.4549566957426998,2.016404325070507,3.123604083835747,7.938489583333333,0.39725546976098586,0.1611170555060292,0.06664162944245478,0.02807143933965879,7.816692708333333,0.4600033587598363,0.2344183387068454,0.54,0.030303030303030304,24.022265625,38393
0.3,33,high,mid,2,1,0.001420953592364176,0.0005003670686669865,0.0011253321125386435,1.1579534928407746,1.4549566957426998,2.016404325070507,3.123604083835747,7.938489583333333,0.6363053544447078,0.41221946209814164,0.27175216737691976,0.1821561487874639,8.267083333333334,0.7368120076925365,0.5997614664951453,0.54,0.030303030303030304,24.022265625,38396
0.3,33,high,high,2,2,0.005801365843373338,0.0009169064593575168,0.004164696480059356,1.1579534928407746,1.4549566957426998,2.016404325070507,3.123604083835747,7.938489583333333,1.1579534928407746,1.4549566957426998,2.016404325070507,3.123604083835747,7.938489583333333,1.34085629158215,2.116898986486515,0.54,0.030303030303030304,24.022265625,38344
